date ,open, highest ,lowest, close ,amout, vol ,str07
20170215,3215.46,3236,3206.56,3212.99,25796524442,241507706,51773807
20170216,3210.36,3230.28,3207.79,3229.62,22658760704,216955942,20382534
20170217,3227.71,3238.4,3199.42,3202.08,24857275597,226228177,58654994
20170220,3198.96,3241.46,3198.96,3239.96,25027613491,232152096,17761149
20170221,3242.22,3254.34,3239.88,3253.33,23355118387,211673066,19661630
20170222,3252.69,3261.38,3243.84,3261.22,23481532416,207453776,33161846
20170223,3258.83,3264.08,3236.36,3251.38,23682257715,209179800,46989752
20170224,3246.86,3253.96,3233.53,3253.43,21383903642,186406362,31064724
20170227,3249.19,3251.65,3224.09,3228.66,21139572326,182581071,59375876
20170228,3225.97,3242.68,3225.97,3241.73,18601928294,151244318,22283027
20170301,3240.07,3259.98,3237.87,3246.93,22594096333,190677550,30802560
20170302,3250.52,3256.81,3228.66,3230.03,22304396083,181215076,57278741
20170303,3219.2,3221.16,3206.61,3218.31,19270791987,157082368,42533347
20170306,3217.33,3234.66,3215.07,3233.87,19376917709,156092158,9438198
20170307,3233.09,3242.66,3226.82,3242.41,20993120666,164064235,34144875
20170308,3240.53,3245.3,3230.61,3240.66,19822578893,160731388,49873281
20170309,3233.7,3233.88,3205.28,3216.75,19921764352,167371108,59900159
20170310,3213.73,3222.32,3208.45,3212.76,17366317466,136672743,40239609
20170313,3209.45,3237.12,3193.16,3237.02,20691974554,163673760,16843661
20170314,3235.25,3246.33,3231.52,3239.33,19153512038,146946022,44499412
20170315,3235.4,3243.71,3227.74,3241.76,18572725453,144055682,46203321
20170316,3247.16,3269.77,3247.16,3268.94,24450834432,189416002,6489146
20170317,3271.87,3274.19,3232.28,3237.45,26218404250,200583223,62521580
20170320,3241.11,3251.13,3228.12,3250.81,21395175834,170548430,27001579
20170321,3250.25,3262.22,3246.7,3261.61,21912127078,162719306,34931309
